images/0005f7aaab2800f6170c399693a96917.png,images/000920ad0b612851f8e01bcc880d9b3d.png,images/001c62abd11fa4b57bf7a6c603a11bb9.png,images/003046e27c8ead3e3db155780dc5498e.png,images/0032bfa835ce0f43a92ae0bbab6871cb.png,images/00d7ec94436e3a1416a3b302914957d3.png
-0.23370111,-0.14981793,-0.658598,-0.6031626,0.4648258,-0.09414063
0.08580935,0.170268,0.3311133,0.44138238,0.14211167,0.24391606
-0.21169825,0.92732483,-0.21797368,0.49543816,0.9450422,1.3668016
0.23748112,0.6901799,0.48489457,0.60418016,1.3182513,0.026363524
1.0034832,1.3097168,0.43790036,1.5941474,1.0831541,0.69133854
-0.8207426,-1.5386347,-1.9649835,-2.1470299,-2.4075613,-1.4800826
0.3150851,1.7062849,0.34413755,1.7026384,1.1291583,0.6546756
1.6476696,1.0545908,0.7823983,0.90355694,1.2336425,0.32822013
-0.25291792,-1.035736,-0.38839877,-1.4855537,-0.5288826,-0.86140877
0.36148396,-0.35844058,-1.0770446,0.074941315,-0.8720263,-0.030697083
1.7016792,1.6891004,1.4775877,1.829522,1.4772118,1.0882019
0.69353205,1.0574733,1.2601422,0.812296,-0.27759966,0.4777399
1.4698054,0.94672287,1.5597746,1.2985442,0.7309666,1.1155834
-0.2853569,0.77803063,1.6620672,1.0116521,0.38229826,2.0183012
-0.6704918,-0.5969953,-1.6181382,-0.94804823,-0.0993941,-1.1472833
-1.6933141,-1.0082042,-1.080921,-0.21323347,-0.80719715,0.72595596
-0.69553876,-0.8587902,0.33186537,-0.3841266,0.559122,-1.6814072
-0.67614454,0.313163,0.10957732,-0.28478062,-1.1060779,1.6743587
-1.8946843,-1.9786829,-0.658438,-1.881443,-1.3312318,-1.9770844
1.3424411,0.74663305,1.1731429,1.5179802,-0.11800582,2.2114468
-0.12964946,0.6312594,1.325846,0.82423997,1.056778,-1.151819
0.17955063,-0.5230189,0.3227837,-0.6767656,-0.075138256,-0.31857067
-1.4577425,-1.4420755,-0.5323389,-0.7421627,-0.5311658,-0.47099856
0.022562787,-0.46192446,0.8393847,-0.025632573,0.5064047,-0.8996587
-1.3333817,-1.0734364,-0.54147965,0.26342124,-0.9561497,-0.23637798
0.7775523,0.19774574,-0.77321035,-0.59458536,-1.3641357,-0.32193
-0.4475912,0.4996034,1.5736454,0.58796096,-1.0597286,-0.626451
0.50402004,0.9910444,0.45025674,0.50594646,0.07189264,0.36760783
-0.1271973,-0.039826874,0.3965595,-0.09171325,-0.7984605,0.2603099
-1.2837455,-0.5215447,-1.0198883,-0.49640772,-1.1756846,1.268403
0.681632,0.17939241,0.50299335,-0.020855332,0.8592716,-0.90016043
1.8628005,-0.024141565,1.0719508,0.10980731,0.7581313,-0.26873446
-1.0354992,-1.5249492,-0.40611556,-0.32275122,0.4173317,0.7320925
-0.41440108,-0.30456203,-1.4581946,0.04778686,0.7268776,-1.0005361
-0.90537554,-0.90906423,1.0777714,0.17558545,0.63193977,-0.8833106
0.44687986,0.18465269,0.2651691,0.58779734,-0.21684167,0.6345791
1.5575129,0.99109226,1.1993513,0.96712005,1.1533544,0.29065835
0.7207338,1.2580225,1.4602234,1.618855,0.60699105,1.0884842
1.8950528,0.7161858,-0.005416577,0.6662843,0.10650211,1.435694
0.09610732,0.9442163,0.6862172,0.43117794,0.8310218,-0.07315295
2.1551588,1.6174036,0.9171028,1.469097,1.4563355,1.0051599
0.52516145,0.14748545,-0.30652028,0.045201268,0.10946442,0.1177907
1.2684041,0.1992021,0.0014695827,0.15407479,0.21417958,-0.48510483
1.5059898,0.07518507,1.2423301,0.2968318,0.50226563,-0.8115835
0.6813781,-0.0948963,0.11790888,-0.12698397,-0.1682119,-0.9705799
-0.15791062,0.65001994,0.79365236,1.8100648,2.2203345,0.28683418
-0.22905102,-0.106805906,-0.166117,-0.1719703,-0.39679134,0.11404694
-0.2568327,-0.065340295,0.3138689,-0.5207991,0.18676156,-1.4965852
-0.12179973,0.22252993,0.12188163,0.055748377,-0.9168552,0.4090565
-1.8539839,-1.4200755,-1.1776477,-1.3137125,-0.30840662,-1.3658777
1.4032794,0.88069206,-0.09905256,0.304603,-0.4522975,1.2812821
-0.12051575,0.6661836,0.47683918,0.7711597,1.0116017,0.9460493
0.6213048,0.5323462,0.38704398,0.17272931,-0.08271078,1.1442138
1.08443,0.88785625,1.417908,1.0889742,0.61219615,2.6813245
-1.3347101,-1.2644101,-0.8855935,-0.6274911,-1.9099517,-0.120505966
-0.4906457,-0.3382684,-1.0737569,-0.7819606,-0.1874169,-0.5395179
-0.83618855,0.13590817,-0.2815001,0.4760391,0.9599733,0.6691891
-0.7261697,-0.9747553,1.0149292,-0.15027286,-0.12725708,-1.294892
-0.48840666,-0.5308001,-2.1259491,-0.2530821,-0.6357623,0.5586127
1.5746548,1.0229638,0.339769,-0.24288039,-0.20269634,-0.723072
-1.2911884,-1.3014698,-1.6535603,-1.6795799,-0.67778164,-0.9001363
1.0128034,1.7301726,2.0280464,2.3275409,2.8418012,1.1868308
2.1725962,1.8794509,3.3164713,2.3567934,4.0906167,0.704379
-0.3603604,-0.674908,-1.0059612,-0.36539552,-1.6951315,1.1545027
0.22483723,1.7649326,2.1459284,2.0892277,1.2169887,1.4277629
-0.3965532,0.1473752,1.5855285,0.77623636,-0.27879804,-0.067497484
0.005815616,-0.1287528,0.13285515,-0.0015725407,0.8218128,-0.7406359
1.1896535,0.7413673,-0.84344965,0.008670176,0.08054377,-0.07691965
-0.02809588,0.392955,0.07912946,0.42319617,0.9435421,-0.17850068
-0.097260095,-2.1452193,-2.0201025,-1.9706274,-0.5044685,-1.3002112
-0.33942655,-1.4159572,-1.4771435,-1.0496641,-1.4499792,-1.4864132
0.45534548,1.9498378,-0.07285253,0.49836498,0.44250992,1.0571145
0.48278004,0.25720233,0.064609535,0.19437775,1.14468,-0.5036096
-1.3570805,-0.26411095,-0.42853877,0.31010464,-0.027384127,1.5270181
-0.31093606,-0.4059606,-0.33473757,0.07586263,-0.52529114,0.052461307
0.9130972,0.6729652,-0.77893305,0.9330623,0.41405693,0.8710579
0.20718129,0.4798911,0.23312214,0.67976475,-0.9640512,1.851486
-1.415353,-0.9017495,-0.33182675,-1.0817425,-0.16769135,-1.8987896
-0.0056723263,0.4271999,-0.89879537,0.26091576,-0.4851725,0.7104029
-0.89180243,-0.63871515,-1.040506,-0.21770488,-0.7453308,-0.4190264
1.0699699,1.4664451,0.6375112,0.5601414,0.98383373,-1.3406452
-0.02768115,0.06086881,0.9048125,0.0663869,0.042620417,-1.1698122
1.6099437,1.6685772,0.7497506,1.6107211,1.7043062,0.695184
-1.4650265,-1.7036783,-1.0745513,-2.1402228,-1.55591,-1.2203803
1.6311959,0.8583647,0.2628381,1.268137,0.8452273,0.29718325
-0.3972427,-0.56428266,0.9021167,0.07433041,-0.04812405,-0.21544576
-0.16441417,0.01768477,-0.1490416,-0.044944927,-0.021328663,0.61296856
-0.62491417,0.2671012,-0.018598622,0.8343555,-0.48226336,1.6431175
-0.97042704,-0.9437561,-2.1921477,-0.9850994,-0.3666894,-0.30636695
-0.921219,-0.6793567,-0.05852417,-0.98269933,-0.2171219,-1.5644263
-0.03230753,-0.78923494,-0.020972982,-0.038254645,-0.97292864,-0.67480767
1.0151321,1.5936239,1.403135,0.93896353,0.41000846,-0.01603815
-1.4716059,-1.4052664,-0.9813185,-1.3186789,-0.5556485,-0.7112079
1.1182112,0.043059677,0.3858461,1.2852976,-0.3495593,1.4585607
0.48329312,0.3948629,1.3445675,-0.07164944,-0.017541971,0.59597284
-1.1447922,-0.797531,-0.2868168,-1.0549486,-1.5498325,-0.8830758
-0.1172035,-0.2657319,-0.7426307,-1.0290147,-2.0606937,0.34653422
-0.25850764,-0.57660353,0.891779,-0.0656651,-0.093067005,-0.99716526
-0.15530589,0.08850616,1.5243114,0.8036292,0.93090045,0.105291076
-0.88327444,-1.0693158,-1.1265032,-0.757493,0.10814142,-0.4918735
-0.2322555,-0.19426066,0.5565556,-0.36126596,-0.6593022,0.24200208
0.427923,-0.11566019,-1.2481303,-1.1606054,-1.0006117,0.5935675
1.6300544,0.84030205,0.09822772,-0.2126934,0.2508416,-0.7268459
0.2995448,-0.21265951,-0.0128637785,0.46975532,0.80470395,0.3904243
-1.2393267,-2.3242104,-1.2488174,-1.4285527,-0.75318915,-2.4497159
0.34590083,0.094186686,-0.44305205,0.36564097,0.50914407,0.9461902
0.5454484,-0.48565608,-0.32231513,-0.61318725,-0.77742296,0.06758411
0.49959135,0.6334489,0.45208246,0.79990053,-0.149006,0.27932337
-1.3939548,-0.31986165,1.5560173,0.6126239,0.21181941,0.52996993
1.6390971,1.5544841,1.5821035,1.2976522,1.1144886,1.3134134
-1.4977398,0.25630376,-0.4519116,0.04127107,-0.55994,0.22773123
-1.1739941,-0.88519955,-0.2143804,-0.10899919,-0.43992722,-0.061564498
-0.47407013,-0.38410848,-1.1996381,-0.7655161,-1.6764674,1.1312408
-2.4818892,-2.8634536,-1.0967835,-1.626961,-1.4995275,-1.7990414
-1.3603642,-1.7184691,-1.6540395,-1.6225873,-1.5733011,-1.1000712
-1.1426871,-1.5414844,-0.907852,-0.95553833,-0.7234379,-0.6238884
-0.33868164,0.12566876,-0.58770937,0.8249256,1.2805414,-0.26322106
-0.80223286,-0.61184955,0.4923589,-0.3941412,0.45510215,-1.4427172
1.152928,0.88492894,0.92382246,1.0565635,0.9882028,1.1257657
-0.4469636,-1.2841825,-0.9227142,-1.7667272,-1.2210265,-1.1315964
0.49537367,0.5353678,0.31893256,0.71705,0.30622563,0.77496135
0.33787993,0.6563388,0.3207925,0.6727679,0.2907841,1.657757
0.27288488,0.8782116,-0.056971386,1.1140004,0.81014687,0.68686265
0.1631094,-0.44446892,0.650487,-0.12849027,-0.7505313,1.0955483
0.83988523,0.9231485,0.3046825,1.1564245,0.2679753,-0.12105016
0.6050215,0.9110668,-0.22739932,0.6600391,-0.34969264,0.62127906
1.5683498,1.5488353,0.46952134,0.91673625,1.0770564,0.42352974
-0.60651463,-0.49042138,-0.90838045,-0.51891154,-0.47591865,-1.0543106
0.32226878,0.107206635,0.795413,0.014890335,-0.6423568,-1.1868994
0.925516,0.064768486,-0.47317055,-0.39970708,-0.24164528,-0.54889995
0.6066992,-0.039942794,1.0053387,-0.051004287,0.35884222,-0.52699345
0.12435929,-0.19496772,0.7644575,-0.31054226,-0.39679915,-1.0778923
1.9461834,2.1982367,0.25234312,1.6056145,1.665261,1.2985325
-1.4790131,-1.2646874,-1.0052804,-1.4490938,-0.23480394,-0.69542307
2.03075,1.8846148,1.7973542,2.3340645,1.4388717,1.5030988
-0.6930498,0.14803782,-0.48789975,-0.23915142,0.5115396,0.6910619
-0.55101573,0.08065675,0.40160424,-0.29311734,0.35844216,-1.024352
-0.7028088,-0.5802622,-0.19917804,-0.39457354,0.18569541,-0.70715755
0.040162556,-1.3665268,-1.019559,-1.0337558,-0.112141356,-0.31395924
-0.39985386,0.07036355,0.16479023,0.1466029,0.84177583,0.42056692
-0.5297028,-0.67406946,-0.48882976,-1.6789547,-0.3494499,-1.4760307
0.1985465,-0.7839465,0.23540947,-0.15570478,-1.3103518,0.12812525
0.5136939,0.80506855,0.21076997,0.5829982,0.2706348,0.97057587
-0.31056163,-0.5560971,-1.0214632,-0.8597735,-0.1270228,-0.20489927
0.23279724,0.3858737,0.6011515,0.68654346,0.6676708,-0.44414416
-0.8074077,0.12460171,0.38904268,-0.29388973,-1.1143434,-0.48972362
-2.5677688,-2.1791513,-0.09629847,-1.67731,0.049687084,-1.0756645
0.8643229,0.68093073,-0.15635802,-0.017495003,-1.3651847,1.903689
1.6913471,0.39604053,0.091138154,-0.5271562,0.25515813,-0.35524273
0.8122711,-0.5398205,-1.3230983,-0.67984825,-0.19955125,0.13766703
-0.3553965,-0.56140184,-0.3701932,-0.73834115,-1.5300179,-0.39184335
0.35086057,0.7553097,0.59577596,1.5947844,1.2362089,1.1550055
0.6540855,1.0877188,-0.7062795,0.71559316,0.61448884,1.1553291
0.2373352,1.2732397,2.2585564,1.5126269,0.8351566,1.3377818
-0.77285826,-1.5368004,0.03441119,-1.0415606,-1.100833,-0.4481158
-0.27411523,-0.07867465,0.25016746,0.1074639,1.389361,-0.93804306
0.31849697,0.9694639,-0.5143495,0.7187477,0.14354059,0.10867204
1.1799295,1.8876839,1.5190864,1.6777154,1.3005687,0.6339273
-0.76769817,-0.0841832,-1.6769831,-1.479449,-0.38321948,-1.3903759
-0.58238983,-0.3381826,-1.136068,0.11288287,-1.0987033,1.3447053
-0.09124653,-0.78628737,1.3325557,-0.25164276,0.15653391,-0.6984722
1.774698,0.26852626,0.97293764,0.6469546,1.7715987,-1.0224401
-0.47054192,-0.6552598,-1.4074149,-0.5870273,-1.2558868,1.2262632
0.6695801,-0.52219594,-0.59615135,-0.38105717,-0.7829787,-1.5942463
0.07137995,0.6225588,0.73475635,0.39960083,-0.1431932,0.5093572
1.2649136,0.044585228,2.1007433,0.67685384,1.5305536,0.3009275
1.8038014,0.033572283,1.298101,0.14040546,-0.16769658,1.4330636
1.0332531,0.32392967,0.056020904,0.3488214,1.1919427,-0.06747325
-1.5443131,-0.5308395,-0.9898648,-1.0006155,-0.44075873,-1.1585937
-1.0753516,-2.1285284,-2.2195868,-1.923368,-0.9273808,-2.1026883
-0.070375524,0.2996814,0.2868533,0.65403867,0.18721002,0.48875234
-1.0853148,-0.7548067,-0.43484548,0.03781176,-1.2311553,0.40995306
0.14773193,-0.51940554,-0.2833766,-1.0250964,-1.3136046,-0.100745
0.928739,-0.12964344,0.9583563,0.31964988,1.1736965,0.99550444
-0.21105324,-0.71910596,-0.22256485,-0.7460503,-1.8792075,-0.22422951
-0.991523,-1.6481509,-0.6494072,-1.5639944,-1.7322856,-0.54483885
-0.46118942,0.25350207,-0.49928063,0.048460707,0.1156249,1.521986
0.25116733,0.51692337,0.7556685,0.41998014,0.5918954,-0.5413008
0.35894662,-0.23052377,0.12795785,0.034612555,0.983967,-0.006850487
0.5816191,0.48631516,-0.2809143,0.5108933,-0.4412033,0.25408536
0.47202143,0.011443098,-0.29001135,-0.049007475,-0.086084425,-0.98975456
0.16617946,-0.9261624,-0.09094218,-0.78566647,-0.8314673,0.8638733
-1.1439263,0.2157519,0.7269583,-0.07736426,0.77372074,-1.6101056
-1.4658828,-1.4836997,-0.8168885,-1.3400427,0.029357435,-0.4780744
0.63001096,0.80897146,0.89917445,0.6691962,0.81351,0.90242493
-0.6043484,0.37694708,-0.91935873,-0.59151286,-0.9399828,-0.04049605
-0.6175445,0.3339969,0.034791846,0.6328626,0.28932124,-0.057124224
0.58081335,0.5035239,0.22546448,0.5745318,1.804356,0.21108915
0.22745472,0.9049477,1.5784041,1.1205821,0.82046324,-0.00032635295
1.3019842,0.034530517,-0.49673638,0.24826288,0.9619489,-0.86187136
0.12591505,0.47636938,0.70263,1.1645591,1.0393071,0.32998613
-1.2482202,-1.6636645,-1.9150397,-1.6819478,-1.8870523,-1.6527476
-0.13342354,0.1390024,-0.73966235,-0.45698634,-0.17009242,0.33660248
2.2766411,2.3165412,1.8969455,1.5761694,0.90494573,1.9498808
0.50099784,0.56294626,0.08527651,-0.1057676,0.037428733,-1.2557285
-0.012987208,-0.04594085,-0.11544631,0.33278647,-0.2645672,-0.09897841
1.1338701,0.37799412,0.66925067,0.07315611,0.51066446,-0.7702407
1.8152645,1.6931317,1.4085582,1.6191614,1.2600741,0.57181144
0.13282867,-0.7755316,-0.32178065,-1.3036798,-1.5185132,-0.2868526
-0.9318805,-1.5530684,-0.974747,-1.1818451,-1.3172799,-1.073794
-1.5434453,-2.1480901,-2.2780302,-2.0922282,-2.1625834,-0.49067062
1.8103089,2.3671942,0.8645926,1.9739709,1.6237956,2.078518
-1.8734835,-1.7453865,-0.7694093,-1.811363,-0.24306837,-1.7429144
-0.08899844,-0.23080596,1.2195145,-0.16963392,0.08694322,-0.28949526
-0.7353465,-0.7965533,-0.86769795,-1.3989012,-0.18550257,-0.9577369
-1.7899449,-0.79658,-0.60866076,-0.41433066,-0.6581135,-0.070427306
1.80565,1.6974726,1.5727509,1.3993833,2.6865642,-0.44599718
-0.049842082,-0.2282413,1.1093148,0.15546605,-0.38816822,-0.7873539
0.561945,0.4897202,-0.39088553,0.10852034,-0.8690721,0.64270353
-0.35726407,0.029915767,-0.23196484,0.20180905,-0.46082857,-0.21056935
-0.22520475,-0.36872178,0.6180225,0.4828961,0.2920446,-0.18030234
0.22633378,0.43421796,0.5015956,0.16743343,0.45164487,0.90524906
1.194997,-0.50107133,-1.2254434,-0.188216,-0.92484546,0.22415023
0.68888086,0.76592934,0.08376859,0.899282,1.3165992,0.21582273
0.8321868,0.5930837,0.8040121,0.5192825,0.74569815,-1.0110321
0.41654637,0.5940411,-0.29236892,0.3039689,0.5121243,-0.33256483
-0.010646542,1.2363721,0.9190295,1.2022884,1.236284,1.070153
-2.6438239,-1.0807449,-0.53160506,-0.4403301,-0.66527075,-1.297139
0.27403206,0.35069007,0.123587936,-0.33119866,0.17938894,0.0927696
-0.46183392,-0.84623176,-1.0539888,-1.103712,-1.0118521,-0.70565134
0.8682027,1.4817004,0.5280855,0.799693,0.5302595,1.3481718
1.5178764,1.1101776,0.54409206,0.903983,0.33295056,1.3958427
-0.28770983,0.23385134,0.69972056,0.11419076,0.33812538,0.05494626
-0.4771696,-0.92526215,0.25863335,-0.8731348,-0.6045769,-0.49709883
0.16602287,-0.9066581,-0.3607718,-0.62499267,-0.101219706,0.14547686
0.1117944,-0.21573693,0.39681438,0.2473856,0.9442865,-0.5641276
-1.4999553,0.11942583,0.91057414,-0.24665856,-0.3350556,-0.47033554
-0.26121396,-0.28339803,0.7657833,0.5681664,0.15206759,0.33395016
-1.731615,-0.8844455,-0.9305176,-0.97069985,-0.069399066,0.31303754
0.37874472,0.047153603,0.2130418,-0.10067551,-0.5442228,0.082427494
-0.7390955,0.14766172,1.1257014,0.064712174,-0.15726434,0.11331009
1.3695575,0.9897746,1.5120282,1.6004598,0.87358564,1.6274679
-0.711522,-0.15813492,-0.065900624,0.0676866,0.1833024,-0.32730436
0.7970017,0.6615419,1.583213,0.5915951,1.7401836,-1.0008084
0.42451167,0.3360843,1.3788239,0.31324038,0.4307548,0.9164478
0.4627295,1.5351826,0.22319508,1.8651696,1.6221904,0.79835075
1.6528233,1.5667112,-0.26543936,0.3136349,0.15841252,-0.24136432
0.35769245,0.9625839,0.58361435,0.76143277,0.2946289,1.5868386
-0.17759728,0.12067766,-0.41570562,-0.0107708685,-0.071824595,0.095278956
2.1919696,1.2564858,0.17561145,1.035867,1.3816849,2.5488024
0.6665714,1.624779,0.37313476,0.8586041,0.557442,1.9517817
0.64529353,0.91981536,0.41122922,0.7418958,0.75746375,1.2386103
0.18330295,0.58804446,0.50806135,0.62376773,-0.5851671,0.9158003
-1.7484537,-0.58111465,-2.6836536,-1.5270934,-1.25502,-0.0878176
-0.18443274,0.018318845,-0.16658704,-0.87974924,-0.6434808,0.8863537
-0.09626673,-1.177431,-0.87389463,-1.4496772,-0.616572,-0.036006745
-1.4717042,-1.2539392,0.6128357,-0.6750435,-0.8823533,0.2916551
0.31004307,0.1545848,-0.40799728,-0.49153054,-1.0898985,-0.0937999
-0.5250724,-0.2865149,0.21710053,-0.46685132,-0.4776052,-0.1340104
-0.9944978,0.5951461,1.658282,1.7489698,1.5231147,0.4307444
-0.7861935,0.6380845,0.8313575,1.2674649,0.8279274,0.07300295
2.3140833,0.76748925,0.7433116,0.52949816,1.2396363,-0.06207201
0.67167336,-0.4430045,-0.82512265,-1.1051239,-1.2023469,0.16438714
1.2627039,2.1531134,0.36189047,1.9110755,2.5738854,2.1895857
-0.16862965,-0.33801734,-0.16159463,0.4464999,-0.74996614,-0.059186794
1.8247154,0.3072118,-0.17528927,-0.056613687,-0.2212534,1.8559694
0.6412676,-0.13893893,-0.37263873,-0.55920166,-1.0551907,1.4898204
-0.34915662,0.38990334,0.30536255,0.25506842,-0.3316193,0.47492403
0.7153885,0.7625089,1.111163,1.3459026,1.5280358,0.7946237
-0.9716866,0.005720765,0.83774763,0.28217283,0.09550522,1.0846279
1.5755177,0.84953594,0.05646632,0.59359115,-0.35154524,1.346724
-0.10606361,0.23653273,0.0705248,0.9435063,0.8877833,0.6958702
0.64732784,0.46769226,-0.8646357,-0.61556536,0.4995665,-1.3274124
-0.70343226,0.33959168,0.56147903,-0.056370046,0.19770996,0.3436466
0.013201943,-0.14039885,-0.41149458,-0.07985493,0.059910387,-0.07817326
2.517159,1.5354446,0.61647224,1.1160109,1.4733524,0.6329576
0.93094075,0.17934126,-0.82371336,-0.050614648,0.6050245,-0.8680967
-0.6342581,-0.49271584,-1.2726036,-0.21784954,-0.57858235,-0.30044952
-0.7259533,-0.84423864,-1.0491344,-1.2190002,-0.7511972,-0.26764584
-2.7161682,-2.2327607,-2.5399733,-2.0404024,-2.2689862,-1.0112116
-1.6838362,-0.8401351,-0.3007527,-1.6005499,0.23981781,-1.0633727
-0.5405266,-0.13232107,-0.7373807,-0.52924377,0.09302804,-0.17464946
-2.908373,-1.8650639,-0.9860644,-1.2353036,-0.060591374,0.6824065
0.5814543,0.45540467,0.27914032,0.7970919,0.6562183,-0.06671439
-0.097285986,-0.8556402,0.7008687,-0.9640203,-0.20312566,-1.2915379
-0.7005981,-2.364106,-1.057574,-1.7730138,-0.9090543,-0.7233422
0.012489389,1.119731,0.37352666,0.9940077,-0.11152627,1.2715718
0.543036,1.6326221,0.7403172,1.4675533,0.31481385,1.5541978
-1.2625648,-0.98236614,-0.85392904,-0.8038096,-1.5228438,-0.75865686
-1.026743,0.037628416,-0.32640594,-0.05619436,-0.53640866,0.8224275
0.00065678544,-0.93873894,-0.92651063,-1.799874,-0.65543175,-0.47249267
-0.46036774,-0.084601805,0.40637094,0.12481021,-0.800011,-0.2871454
0.3666703,0.9055377,0.94242704,0.69971186,0.5115651,-0.10241964
1.1655174,1.5809435,-0.1227721,1.4494016,1.2122461,0.73935
-0.82806385,-1.9278077,-1.7624899,-1.7289557,-0.66784686,-0.45722422
0.7942438,0.16979505,-0.2570792,0.30079538,-0.43665633,0.871851
0.13151827,-0.3228555,-0.030937932,0.04166594,-0.6218418,0.32038012
0.50106674,1.0900755,0.538055,1.5317773,1.6468979,0.9825391
-0.9359506,-0.25020924,-0.79414856,-0.34163457,-0.5222891,-0.7990586
0.44425488,0.6922723,1.7671103,0.86924326,1.3633187,-0.29393536
-1.3694675,-0.5289916,1.5597326,0.298955,-0.32146233,-0.36801636
0.46332088,1.6274791,0.53558683,1.2023585,2.598431,-0.32149786
-0.20160462,-0.7292067,1.7956456,-0.10694703,0.30524233,0.07430368
-2.4332857,-1.9857349,-3.0608823,-2.9794016,-1.9752245,-0.28296742
