images/0005f7aaab2800f6170c399693a96917.png,images/000920ad0b612851f8e01bcc880d9b3d.png,images/001c62abd11fa4b57bf7a6c603a11bb9.png,images/003046e27c8ead3e3db155780dc5498e.png,images/0032bfa835ce0f43a92ae0bbab6871cb.png,images/00d7ec94436e3a1416a3b302914957d3.png
0.32110068,0.083408296,0.42067447,0.12174384,0.17513278,-0.21273318
0.20778242,-0.12994725,0.5876116,-0.19467132,0.19946447,0.22513865
-0.042774353,-0.5915645,0.39733645,-0.5611773,0.25910342,0.34757176
0.16011237,-0.20226772,0.35658514,0.25687984,0.29275566,0.12564032
-0.16162959,-0.5051697,-0.0900837,-0.03537473,-0.34686232,0.2414508
0.5365729,0.39233074,0.70155454,0.52890795,0.9302602,0.28188288
0.43290973,0.8800965,1.1174346,0.7726999,0.8652802,-0.08338346
-0.44481167,-1.1456856,0.37965286,-0.38355544,0.2221587,-0.15626067
-0.63439745,-0.7038885,-0.63437504,-0.51874816,-0.6664136,-0.83183736
0.5863333,0.6431839,0.4723365,0.16117775,1.1866163,-0.43413436
0.31324527,-0.092245005,0.7436652,0.09972664,0.7225775,0.13457046
-0.07449725,-0.21287577,-0.22304098,-0.108882286,-0.2643971,-0.008979244
0.17773122,0.088938355,0.0850094,0.14405969,0.107266046,-0.52199036
0.08766322,-0.11528319,-0.11634245,-0.57115966,-0.22865255,-0.2031491
-0.5891002,0.0070664156,0.14058572,-0.053579662,-0.39566168,0.10210326
0.32221392,0.019758752,0.28977102,-0.062753856,0.1837278,0.118203185
0.6673443,0.16407609,0.45741183,0.034726862,0.847008,0.3319012
0.30686218,0.31937122,-0.3728936,0.23257549,-0.5115097,-0.2962024
-0.39940605,-0.35400623,0.8536925,0.12823188,-0.2983785,-0.49506253
-0.5276151,-0.65222776,0.014868785,-0.30543292,0.25479037,0.06881864
0.024683464,0.15425217,-0.3162913,-0.6559676,0.021688895,0.27281556
0.14985685,0.22432227,0.33368772,0.27055046,0.63399374,0.4836641
0.4177081,0.25394824,0.70561725,0.20599377,0.31713223,0.20832838
-0.68728024,0.06660531,0.10674553,0.18090692,0.1329859,0.04524519
0.2279201,-0.7300496,0.3136005,-0.7146276,-0.45912045,0.28380534
0.083164014,0.0634454,-0.49919996,0.27372852,-0.08616285,-0.14851601
0.1948206,0.46136644,0.21705581,0.3927523,0.36453137,0.3661642
0.4222068,-0.23382701,0.1893974,0.24041514,0.19797267,0.29772127
-0.43912545,-0.7236829,-0.5065646,-0.5923493,-0.6123606,-0.70969176
0.35191247,-0.077321276,0.5624861,-0.26986885,0.60703516,0.26849723
0.21737973,0.5912229,0.49121848,0.6208943,-0.04329545,-0.4529722
-0.5544628,-0.9088813,-0.63595265,-0.6502161,-0.47403026,-0.1269758
0.14773683,-0.21556255,0.07147216,0.32790685,0.014746396,-0.18830585
0.37570646,0.26315415,0.7711406,0.11263547,0.30254158,-0.26058438
-0.09827022,-0.120158784,0.074602775,-0.10143674,-0.28743818,0.25338733
0.16584976,0.38950866,0.13939323,0.40264583,0.077645764,-0.25702384
-0.52101916,-0.17171666,-0.6166474,0.0573824,-0.050833035,0.7162046
0.29666516,0.08836986,0.1392933,0.31894594,0.4208543,0.33822888
0.6168649,0.06045084,0.1887726,0.45095554,-0.27363726,0.37582502
-0.2368375,0.056955338,-0.10843005,0.2434501,-0.38227835,-0.40788263
-1.0791324,-0.811949,-0.03854071,-0.5952454,-0.5413303,-0.37762475
-0.23207487,-0.1165672,0.746272,0.27020428,0.28005472,-0.9858564
0.028529273,0.015765112,0.00028247942,-0.47715285,-0.42111543,-0.40365446
-0.026617339,0.07758541,-0.037919845,0.39169833,0.4142044,-0.29085886
0.19783121,-0.21443981,0.062318366,-0.47647706,-0.1267847,0.003716582
-0.35256308,-0.0025212225,0.28963506,0.0034212107,0.18870936,-0.1485529
0.7383978,-0.050505836,0.9520105,0.27154544,0.55992997,-0.13277003
0.8212358,0.55274373,0.35344782,0.54743594,0.9038284,0.1265986
-0.8471315,-0.92950714,-0.7706542,-0.68666923,-1.1781366,-1.1993237
0.09751413,0.16350745,-0.119650185,0.10308048,-0.3341055,0.14418629
-0.5430565,-0.122633114,-0.035979375,0.02091163,-0.20199311,0.42884347
0.10354159,-0.3423241,-0.42318785,-0.28526518,0.24221155,0.28330368
0.36087814,-0.6650103,-0.6011443,-0.70251966,-0.34915265,-0.11966519
0.61452353,0.2610465,0.73738706,-0.719575,-0.24503846,0.31709775
0.4820489,0.06411911,-0.0018645776,-0.21403056,0.03951576,0.5212864
-0.3274829,-0.7960896,-0.9104266,-0.9662601,-0.36475912,-0.110188134
-0.06942161,-1.0109038,0.19429749,-0.3069926,0.17773683,-0.27882177
0.5780697,0.3001843,-0.0926278,0.24066977,-0.34867194,-0.87773526
0.61324835,0.25537458,0.57505435,0.36920962,0.18926123,-0.21180022
-0.22326095,-0.4726519,-0.97519577,-0.6839397,-0.7585406,-0.17642365
0.28256345,-0.048626106,-0.03761616,0.039630704,0.22503762,-0.6044728
-0.1574509,0.36207122,-0.07482799,0.5082241,-0.4402202,0.7388127
0.1554863,-0.72680515,-0.057598654,0.126733,0.665129,0.14376329
-0.36510935,-0.15548187,0.27934676,0.38055155,-0.07423501,-0.11782713
0.34139162,0.70366234,0.40363345,0.90242165,0.042737417,-0.38564605
0.17031306,-0.034986917,0.51794827,0.53201735,0.17508438,0.2547777
0.590373,0.12068823,-0.24366097,-0.5804608,0.1615048,0.32752344
-0.23269953,-0.32840723,-0.8114077,-0.49358806,-0.36884525,-0.52863336
0.38262382,0.10511837,0.5551967,0.7751308,0.15265845,-0.20088582
0.17647257,1.0354649,0.17841937,1.1079006,-0.5905167,-0.009917478
1.7839682,0.9751159,1.9169862,1.4598178,1.1908514,0.48588815
0.31760713,0.15398088,0.3239615,0.58235717,-0.2891804,0.07746887
-0.8576886,-0.43790573,-0.54597247,-0.2636853,-0.9984474,-1.4184368
-0.5101369,-0.7497072,-0.25189927,-0.34915325,-0.68663305,-0.413628
-0.14603992,-0.3703389,-0.5305047,-0.089424185,0.19010471,-0.3393378
-0.120020255,0.0015399377,-0.0509063,-0.26641947,-0.38581413,-0.12243133
0.21980803,0.5287388,0.37308243,1.0431299,0.46780646,0.16781972
-0.34990528,0.33062577,0.19963972,0.16447026,-0.4039308,0.4614455
-0.5130536,-0.73405176,0.32876435,-0.25021768,-0.23787715,-0.5940141
-0.26677015,-0.1697014,-0.040578954,-0.10889336,0.17118391,0.7648183
0.039673913,-0.39976338,0.03396518,-0.1858348,0.36543378,0.032186203
0.08231349,0.34824878,-0.15273239,-0.2334096,0.16741419,-0.07053153
-0.28224638,-0.8538003,-0.34013298,-0.77345735,-0.28949317,-0.12795955
-0.3443777,-0.7168586,-0.56618744,-0.49118307,0.35363394,-0.37921387
-0.47896922,-0.039159726,-0.7476648,-0.1208028,-0.08243134,0.17460847
-0.18986958,-0.41558966,0.98399717,0.34627667,0.3338341,-0.25242102
0.2465823,1.061685,-0.608045,0.33629307,-0.5006731,0.3149283
-0.6408357,-0.9542451,-0.51501805,-0.6419948,0.02342256,-0.25082794
-0.67064786,0.004703834,-0.58033735,-0.01708775,-0.7366123,-1.4218793
0.5696586,0.6755583,-0.024427164,0.46500552,-0.31742242,-0.5350269
0.7885229,0.51650244,0.39331585,0.61288863,0.42962086,0.38793722
-0.111041024,-0.00094566215,0.30862278,-0.7144514,0.1801398,-0.888693
0.015308874,-0.10700083,0.32580733,-0.113368474,0.17540407,0.26989007
0.192321,0.27826685,0.348112,0.35391894,0.21046764,0.5317286
-0.6988332,-0.39139336,0.11008224,-0.2602674,-0.488451,-0.49821186
-0.865404,-1.0139233,-0.85961014,-0.96597636,-0.71345073,-0.39073426
-0.21150717,-0.115657166,-0.3009372,0.017476073,-0.06700412,0.12049076
0.6258464,0.49570253,0.4018593,0.27741772,0.41427857,0.1027497
0.17183265,-0.2527037,-0.32088447,0.24276622,-0.33380455,-0.21551171
0.257567,0.2582034,0.20148075,0.41353118,0.282922,0.41739646
-0.28306627,-1.1901329,-0.087253764,-0.8380239,-0.6879043,0.009564413
0.41811892,0.53249246,0.2607967,0.36425823,0.2576641,0.038649395
-0.50752056,-0.8213815,-0.0020947575,-0.63461053,0.28755018,0.10832531
0.38501182,0.32027742,0.08371522,0.008595985,0.768632,-0.80949736
0.24581309,-0.5883747,0.4350086,-0.4680178,0.17515941,-0.7609826
0.5953752,0.8164356,-0.05903307,0.19592685,0.17678395,-0.0034464714
-0.6954467,-0.9962455,0.40441737,-1.061224,-0.91074616,-0.17687058
-0.611417,-0.17471617,0.28451303,-0.37247548,-0.46546277,-0.33795622
-0.21743238,0.078617424,-0.6902069,-1.0135388,-0.3627941,0.08294242
-0.18490438,-0.4328632,-0.39717516,-0.7684246,-0.14271636,0.44283512
0.6502672,0.94148207,-0.12906438,0.097675025,-0.0051929164,-0.30232692
-0.75303864,-1.4715803,-0.4633895,-1.2172059,-0.37834767,-0.38406482
0.15653151,0.3381108,1.1379874,0.45202866,0.09381764,0.59260637
-0.13333328,-0.1399172,-0.20376657,-0.5432613,-0.29356536,-1.1385394
0.79172236,0.43181175,0.5628063,0.74327236,0.5588709,0.576671
0.22646607,-0.63654387,-0.32212302,-0.52818334,-0.87938285,-0.18971717
-0.42515442,-0.2904091,-1.0364239,-0.17842364,-0.31205285,0.013928135
0.3710274,0.4126381,-0.29562536,0.42891982,-0.13462552,-0.42802584
-0.2976876,-0.41767716,0.2164816,-0.029642448,-0.47522902,-0.6301274
0.78562474,0.85122573,0.7064948,1.0900476,0.45205218,1.1818689
0.3762221,0.39349774,-0.34895936,0.094219655,0.3883367,-0.27208528
0.24730821,0.22466773,-0.02239841,-0.3255206,-0.6581099,-0.35515726
-0.304821,0.617607,0.018810455,-0.3172372,-0.18654662,-0.28068653
0.50896037,1.006498,-0.22369558,0.617035,-0.09736801,0.5087204
-0.7933247,-1.7232584,0.009646681,-1.1647843,-0.5123593,0.15290663
0.12359739,0.16637531,-0.23793304,0.21244617,0.024050474,-0.62963927
0.5263565,0.97450113,0.46290633,0.470339,-0.07623898,-0.20051344
0.1949807,0.17631344,-0.1398479,-0.27352256,-0.020323353,0.2601661
-0.2043502,-0.025700511,-0.40323827,-0.4141174,-0.5334218,0.3343413
-0.26894733,0.7599114,0.7127644,0.12813789,0.22898841,-0.21062806
-0.15638034,-0.023268657,0.3017874,-0.40988496,0.2898334,0.26347482
0.28292593,-0.02234342,0.35925156,0.8870626,0.32494116,-0.051893376
0.8271789,1.3000413,0.6379336,1.0047919,0.9588231,0.058489367
0.40665293,0.16361754,-0.20430383,-0.12280879,-0.096535735,0.84203225
1.1981493,1.5847628,0.39186823,1.3548105,0.3269647,-0.1526705
0.16222256,0.5476734,-0.018832937,0.68406045,-0.12046868,-0.01559782
-0.6901231,-0.9965665,-0.5435588,-0.70372593,-0.26495647,-0.2164955
-0.22935991,-0.25893053,0.0046375133,-0.23900847,-0.3013368,-0.123958066
-0.15069777,-0.09380655,-0.24262,-0.029709185,-0.20065697,0.22030684
0.74918056,0.20896138,-0.050029185,0.20543022,0.36138833,0.445991
0.3604062,0.20260733,-0.097062476,0.060696363,0.2956815,0.36287513
-0.35274732,0.11528312,-0.60686505,-0.22124945,0.22072579,-0.22260202
0.023176746,0.8642589,0.60187393,0.64878696,0.31981963,-0.2582608
0.29338738,0.8916247,-0.4161427,0.64761233,-0.3661346,0.14243113
-0.67653275,-0.8575666,-0.8865132,-0.7732257,-0.73963207,-0.71655524
-0.35290444,0.71837705,-0.12007792,0.6144709,0.8516068,-0.048297215
-1.162905,-0.55220264,-0.5552966,-0.51822126,-0.41562575,-0.5031459
0.3701454,-0.27365708,0.19992328,-0.038913004,-0.0020586853,-0.37346998
0.38616216,-0.55504185,-0.31150886,-0.12991413,0.2001974,-0.21101883
1.4815077,1.4185581,1.2582432,1.042931,1.3323761,-0.057791922
0.044080667,-0.17332806,0.25465575,0.29821375,0.13149227,-0.04405331
-1.6763196,-1.0914017,-0.99967104,-1.5288467,-0.89528286,-0.27723297
-0.09726812,-0.22382197,0.5406225,0.17354353,0.4759339,-0.2229434
0.44693103,-0.02124898,0.88367516,0.44804606,0.5311843,0.601825
0.578911,0.16816738,1.0715219,0.6283767,0.9437376,0.38197827
-0.6574713,-0.49100435,0.090330616,-0.905584,-0.5486083,-0.21124107
0.52736235,0.3405732,0.26887596,-0.17146677,-0.13881034,0.22862802
0.97129595,0.16288763,-0.28833076,0.12945281,-0.26520175,-0.123335205
-0.6682923,0.63741904,0.60627073,0.31726527,0.68419677,0.566077
0.45347252,-0.35707775,0.71430683,0.3646852,0.054244827,-0.09740386
-0.1357797,-0.07910444,0.8536399,0.09812571,0.4116286,0.21925478
-0.083959326,0.5386215,-0.31598336,-0.26918542,-0.12219832,0.6109454
-0.83087385,-0.51112384,-0.004654354,0.025365977,0.15613726,-0.06702175
0.17974627,-0.048097078,0.36898053,-0.15119939,0.34014264,0.35036692
0.10442379,0.5419136,0.2771599,0.47503302,-0.067211255,-0.03278034
-0.5931496,0.6427764,0.13097255,0.48440483,0.45307535,0.35837215
0.0097763995,-0.4703823,0.14742978,-0.06305044,-0.25344843,-0.029239168
-0.32454422,-0.34809133,-0.2008322,0.3674612,0.6353957,-0.30769277
0.3978266,-0.045672912,0.38852578,-0.36149716,-0.23586573,-0.068762966
0.0035511097,0.53590864,-0.3274722,0.27026406,-0.7810639,-0.20072003
-0.40879768,-0.726208,0.43833303,0.015595882,-0.06624912,-0.13667215
0.27345717,0.15266237,0.096468486,0.12758519,0.09429922,0.31866875
0.6454367,0.7748118,-0.6657187,0.81460494,-0.08139481,0.511481
-0.001188624,-0.23693725,0.13994417,-0.34822085,-0.18111269,0.30105835
-0.11869834,-0.47012722,-0.24269444,-0.27735215,-0.5815091,0.6340097
0.3957877,0.12077137,0.52750504,0.32481733,0.4410354,0.67819
-0.019939333,-0.74459517,-0.75731075,-0.71607715,0.50310963,-0.13203989
-0.6700485,-0.6909023,-0.08393132,-0.2765733,-0.281732,0.22743802
-0.14042443,0.2050466,-0.1308264,0.046107605,-0.28896102,-0.10489429
-0.045054197,0.077121384,0.123818,0.36574098,-0.123231865,0.02825769
-1.19311,-0.13439348,0.107262015,-0.6111988,-0.20865887,-0.15329766
-0.39107528,-0.35879794,-0.17680293,-0.4944892,-0.26745412,-0.91601616
-0.038903937,-0.06407929,0.41907188,0.061393693,-0.088130735,-0.046376612
-0.3207947,-0.60287774,-0.3544219,-0.114369094,-0.03548379,-0.72366714
-0.034874648,0.3370672,0.44379047,0.63401675,0.19290145,-0.726759
-0.55774343,-0.90026975,-0.1355305,-0.7202583,-0.272254,-0.24799721
-0.20441431,-0.7194336,0.87849534,-0.097331405,0.24529447,-0.12504816
0.23625207,-0.45430756,-0.22297363,0.63829595,-0.14766183,-0.1129002
0.22073328,0.96322215,0.43540147,0.53377074,0.73527586,0.09378006
-0.30128664,0.40273672,0.77874655,-0.1570045,-0.2129556,0.01597894
0.05528437,0.6110312,-0.08072606,-0.14238587,-0.5684025,0.0433712
0.07065153,0.5872337,-0.13688251,0.24241789,-0.5315391,0.09910962
0.7277251,0.67233294,-0.4508615,0.75160617,-0.26195675,-0.43844098
0.418397,0.28629312,-0.77168375,0.14509352,0.17564456,0.8882938
-0.34385815,-1.3568226,-0.8445443,-1.086227,-0.4560477,0.2878296
0.2791222,-0.164727,0.8423726,0.36698145,-0.044035755,0.4360027
0.40350088,0.12361441,-0.13072567,-0.0454024,0.7346018,0.18154989
-0.22840844,-0.03967646,0.29400858,-0.01647148,0.60470605,-0.29634982
0.56511337,1.0790691,0.6072588,0.364341,0.43162343,-0.6387138
0.79548573,-0.3199317,-0.3689756,-0.36548254,-0.031719595,0.7869075
0.62797886,0.40693516,0.07685463,0.21443497,0.4979782,0.08634178
0.13367622,0.6715778,0.26886037,-0.078257315,0.29215983,-0.45747727
-0.13473582,-0.10487722,0.28148863,-0.4030844,0.022558654,-0.13016166
-1.2255199,-1.707408,-0.08662685,-1.057675,-0.4328805,-0.038355242
0.27610052,0.29864305,0.40413398,0.48502034,0.09177721,-0.15701728
0.40802553,-0.245807,0.09794406,-0.15335475,0.76824147,0.2902916
0.43408528,0.53967756,0.4207925,0.17026529,0.22348437,0.68332356
-0.30247143,-0.3391545,0.48100826,0.16022752,-0.14484546,-0.14377138
0.699333,0.71890193,0.16080838,0.9780182,0.24213924,-0.08803015
0.3442902,0.60391736,-0.7556843,-0.03416784,-0.17251876,-0.28568274
0.40168306,0.2571999,0.25329494,0.6256883,0.3577669,0.114303775
-0.10212038,-0.038868535,-0.20861247,-0.43186137,0.046095733,-0.029397372
-1.8122597,-1.063348,-0.4442825,-1.29147,-0.5613109,-1.2468964
0.032161303,-0.08658981,-0.15695281,0.6202924,-0.10427265,-0.08269133
0.60574114,0.14773624,0.12572157,-0.0068012327,0.74060595,0.103031814
-0.26638985,0.19553845,0.38744885,0.2356377,-0.07987226,-0.30486265
0.36926857,0.30514485,0.19733548,0.4503442,0.45223823,0.47986323
0.6909683,0.6990074,1.0081949,1.0700891,0.5289283,0.15594478
0.7179583,0.8079199,-0.4863298,0.4664292,-0.3898654,0.24043486
-0.13883276,-0.32492867,-0.28662735,0.108299084,-0.14572057,0.014291889
0.22332305,-0.2783002,-0.48988706,-0.36063442,-0.57915026,0.2934069
-1.0062761,-0.66125363,-0.5655327,-0.696048,-0.4111413,-0.38062423
-0.006110655,-0.023310471,-0.59590954,-0.11322056,-0.4354685,-0.4236972
0.24492119,0.24138092,0.31116608,0.23913337,0.19568658,0.95546323
0.3065477,0.3657054,0.027627276,0.10328131,-0.15287298,-0.1810246
0.2227485,0.22300124,-0.14638469,0.13767022,0.44707477,-0.11718906
-0.17662454,0.2517065,-0.39725968,0.51689786,-0.6335125,-0.5077076
0.1406668,-0.6309214,-0.49168324,-0.66299784,0.096201345,-0.02308608
-0.6166437,-0.29260835,-0.08874113,0.20037997,-0.5522655,-0.32036713
0.09676393,-0.39674127,0.06784374,-0.06517142,0.56435156,-0.8302372
-0.6145239,-0.30449983,-0.18414867,-0.004042571,-0.02439863,-0.1250803
-0.23312637,-0.6356504,-0.9009883,-0.39154857,-0.7473086,-0.17597705
-0.09659265,0.50099164,-0.7405086,0.03352558,0.27517042,-0.21189822
-0.12666969,-0.7246672,-0.5608196,-0.39837736,-0.72198945,0.0045141163
-0.62120193,-0.9261952,-0.24640769,-0.5303592,-0.31018022,-1.0363297
-0.3203728,-0.4345869,-0.7289836,-0.6194845,0.25295287,-0.3417409
-0.44360822,-0.52625716,0.8788521,-0.24451761,-0.18327546,-0.010691045
-0.10812432,-0.11194588,0.23778062,0.41401953,0.14560036,-0.28716084
0.44327742,0.5643744,0.7394422,0.5005647,0.5000853,0.2310586
0.70470995,0.7830877,0.16532385,0.69290584,0.7603175,-0.49580193
-1.1979247,0.098786145,-0.22557108,0.016447103,-0.4295601,0.4768926
0.27484664,1.0558505,-0.4149713,0.283806,0.49761546,0.044625357
0.46604905,-0.11469764,-0.47651798,0.087793514,0.04300961,-0.054412957
0.1567113,-0.35776836,0.42564556,-0.22825645,0.60778415,0.11297426
-0.3156469,0.25975496,-0.118921675,-0.13940738,-0.24003674,0.19550447
0.18937054,-0.3056457,-0.5050082,0.1734979,-0.5656904,0.36595657
-0.19226028,-0.24384928,0.106096186,-0.018291537,0.49900654,0.03454603
0.42582178,0.7321613,-0.2684959,0.24302797,-0.113216326,-0.16125265
-0.66690725,-0.24777763,0.2424867,-1.0231941,-0.45704818,-0.6601223
-0.19510935,-0.85990125,-0.06992926,-0.24486051,-0.20972647,0.34995866
0.747092,0.6545201,0.49535024,0.8119632,0.6908698,-0.15102918
0.31643337,0.66419727,-0.07266552,0.90365684,0.018149385,-0.026186869
-0.41961542,-1.0092825,-0.72895837,-0.5005636,-0.69730234,0.13497686
-0.4871787,-0.30468994,-0.058597747,-0.6726803,-0.66133606,-0.5309943
0.31456935,-0.10111457,-0.022330776,-0.2509809,0.16117358,0.16570613
-0.12223324,-0.12676789,0.24548377,0.32388625,-0.018950468,0.14380114
0.7205358,0.2382252,0.9886951,0.70850325,0.8716873,0.51803935
0.33938926,0.4050805,-0.25484115,0.3016009,-0.53589416,0.135869
-0.58971447,-0.98984253,-1.1134479,-0.30557603,-0.58282465,-0.055159945
0.675577,0.36720976,-0.10824724,-0.29689354,0.4726151,0.41362685
-0.06418825,0.44416782,-0.061651096,-0.4203178,0.15129575,-0.32017016
0.2319343,-0.76380575,-0.007963369,-0.5996739,0.16255699,0.30889338
0.61133057,0.6468436,1.1421186,0.40486795,0.020649312,0.49807778
-0.5794576,-0.3024309,0.5425904,-0.2294996,-0.040473893,-0.40258464
0.6057637,0.4122578,0.48752162,0.21757011,0.4481271,-0.27056092
-1.1623038,-1.1289872,0.13083147,-1.052062,0.0070502954,0.22961137
-0.15427771,-0.78710437,-0.6090951,-0.49537817,-0.46366823,-0.19249168
-0.13943699,0.7606445,-0.17857659,0.2870827,-0.56446785,-0.42670974
0.38211706,0.7888593,-0.69327617,0.98281986,1.2789019,0.69093937
-0.4528477,-0.78722596,-0.6321229,-0.17868672,-0.1740798,-0.6343937
-0.29837483,-0.23098247,-0.58366615,-0.1975967,-0.3356366,0.17848992
-0.26662117,-0.6839034,-0.98888445,-0.75396436,-1.1015042,0.689288
-0.70254636,-0.17940335,-0.17795122,-0.14527763,-0.15106893,-0.22705697
-0.5085966,-0.28795177,-0.34299397,-0.31864253,-0.06036152,-0.31691825
0.42182323,0.024668159,0.14298072,0.75336987,0.37941957,0.029401386
0.2881806,0.35982314,-0.8750799,-0.13347161,-0.7618172,0.057713237
0.22104901,0.109955914,0.58424205,-0.06566281,0.18987414,-0.27361128
-0.66334856,-1.2972696,0.7598228,-0.392836,0.0024275132,-0.39667103
-0.38278538,0.2941415,-0.374181,-0.02823822,0.17406636,0.025146453
0.065190785,0.5621595,0.23225255,-0.08883982,-0.467806,0.3148687
-0.0880806,-0.21111259,0.34938946,0.33127385,0.33018836,0.41605276
-0.21415456,-0.29992542,-0.22898538,-0.13715923,0.4078842,-0.28569266
1.0309147,0.93213063,0.34789512,1.2327032,0.1513038,-0.100107186
0.3918445,0.5887054,-0.20006178,0.17127366,-0.006229058,0.13959289
0.5223265,0.4437528,0.29808062,0.6683703,0.43289462,0.026718246
-0.533057,-0.15040815,-0.13141398,-0.6512627,-0.517764,-0.41567302
-0.30185214,-0.24870709,-0.3163553,-0.06005236,0.020524263,-0.52973104
0.20989823,0.5001644,0.14957316,0.64873344,-0.16667357,0.5022018
-0.3073296,-0.5460233,-0.38298982,-0.4439632,-0.31291166,0.28662798
0.7650345,0.9678772,0.15706073,1.5861531,0.50333565,0.8640402
-0.107052654,-0.47314346,-0.0008146158,0.11542282,0.20944794,0.024460377
-0.848222,-1.4055443,-0.050980937,-1.0468992,-0.7656838,0.1386632
-0.2869365,-0.1963513,5.4537988e-05,-0.47521278,0.23390147,-0.8268891
0.028179979,0.6470358,0.03583184,0.5876177,-0.37748927,-0.52672523
0.93372625,0.8103068,-0.14406846,1.2074298,-0.026147021,0.030840274
0.35495552,0.41266364,0.5528854,0.68610084,0.28170645,0.41212428
