images/0018ae58b01bdadc8e347995b69f99aa.png,images/0068d4c7529e34fd4c9da863ce01a161.png,images/006f6aa35a78965c92fffd1fbd53a058.png,images/00bbc1482301d16de3ff63238cfd0b34.png,images/00c52cb4db1c7a5811a8f070a910c038.png,images/00ca0c23961b5510be46c917be11c43e.png
0.3260966,0.33820143,0.31839904,0.49324277,0.050916724,-0.5044218
0.17297618,0.0072643063,0.52231145,0.66586673,0.09547037,-0.6513357
0.0046275132,-1.0989496,-0.5337113,-0.703821,-0.49642453,-0.678236
0.09549935,0.05947175,0.1548978,-0.87756485,0.0023305092,-0.010888326
-0.6939898,-0.5706348,-0.56892467,-0.5431149,-0.3388586,-0.34875193
0.1636372,0.84184074,0.23115897,0.012836235,-0.2883244,0.22975086
0.100816414,-0.14792766,-0.69437337,-0.024051009,0.020107156,-0.36030954
0.2862022,0.38706997,0.2864547,-0.6148556,0.016044913,0.29971427
0.27242967,0.03134035,-0.21147346,0.56721646,0.67426807,0.29722252
-0.4210185,-0.7732571,0.7886536,-0.39027792,-0.45192862,0.3955818
0.44236115,0.27748847,-0.25670454,-0.031477537,0.18640406,-0.0044023986
0.60643935,0.519814,0.22703698,0.6101967,0.33138576,0.15428118
0.36254883,-0.49515826,0.27866548,0.1571817,-0.3165641,0.7261194
-0.4885558,-0.033095066,-0.2254855,0.36311555,-0.077678226,0.015603476
-0.49991706,-0.30420795,-0.36488324,-0.31033352,-0.28353244,-0.45413053
-0.042142425,-0.28406522,0.56165385,-0.18678232,-0.5726734,0.02479443
0.038721226,0.4640663,-0.7689111,0.37796187,-0.07284263,0.51547724
0.83332044,1.7387685,1.0965784,0.89212316,1.230672,1.1700404
-0.21036363,0.15811372,-0.052896217,0.097731315,0.028909951,0.12604178
-0.9814652,-1.0058781,-0.9505097,-1.4456428,-1.0306644,-0.69584006
-0.48522502,-0.46215177,-0.7552802,-0.65846944,-0.50826955,-0.5362603
-0.30245635,0.20227559,0.02152175,-0.38904974,-0.14732556,-0.09186893
0.027953481,-0.07399701,-0.048863433,0.4322727,-0.24060501,0.0166955
-0.47161335,-0.54895395,-0.25121838,-0.12919463,0.1420453,0.5605158
0.26571178,-0.33950123,-0.24553679,-0.054037657,-0.04920201,-0.4336387
0.16493613,-0.31184205,0.016752834,-0.6467815,-0.06502052,-0.27700523
0.31538084,-0.5874331,-0.04813077,0.15304023,-0.25825435,0.016343882
0.056032028,-0.20900835,-0.013049506,-0.19867043,-0.021889502,-0.32290432
-0.17947353,0.030797675,-0.11925467,-0.11138743,-0.32852453,-0.052897945
-0.007994783,-0.5561239,-0.39526042,-0.052896295,-0.09216533,-0.48097917
0.26768383,-0.43865278,0.18421465,-0.7004097,-0.66448796,-0.45037314
-0.634905,-0.23523365,-0.5946125,-0.14359449,-0.13327232,0.051314477
0.6593904,0.2313202,1.0281034,0.104000635,0.092217274,0.27251804
-0.9071717,-0.31003392,-0.8024199,0.20161378,0.36071876,0.76095295
-0.347568,-0.48483256,-0.63333255,-0.47695106,-0.54441315,-1.1468502
-0.6495309,-0.6159639,-0.31757376,-0.8386348,-0.523593,-0.4887805
-0.025825877,0.030293819,-0.26637942,-0.40404144,-0.14481434,0.1425436
0.24916415,0.37602377,-0.22383091,0.8379057,0.3496531,0.6156732
-0.21583705,-0.057610013,-0.6585874,-0.50193703,0.03935814,-0.47445002
0.9198832,0.29558918,0.29975295,0.27580658,0.10202967,0.27744916
0.23174752,-0.12148347,0.22951247,0.5502998,0.26004145,0.33737054
-0.19171646,0.09520776,-0.019794485,-0.2755533,-0.4193935,-0.18584952
-0.5399177,-0.6774337,-0.46288356,-0.42775112,-0.34760636,-0.59771985
0.08271287,-0.74712473,-0.07513776,0.05321429,-0.57719505,-0.414611
0.47119597,0.35788843,0.49064815,-0.14396857,0.14955167,0.31086224
-0.05165728,-0.21144402,-0.34040907,-0.18465379,0.11938996,0.32764572
-0.45429346,0.4741971,0.08962188,0.31675798,0.08071508,0.26748943
0.052670337,-1.0771829,-0.30922824,-0.31056145,-0.09890767,-0.655308
-0.19261649,0.56482303,0.32604665,0.41397026,0.4407411,0.011965361
-0.11883242,-0.29657528,0.12449823,-0.32045123,-0.06737545,-0.406044
0.4649359,0.36684772,0.45737606,-0.052506257,0.09168735,0.61486703
-0.17852497,0.2326331,-0.43676406,-0.6446097,-0.19565818,0.02814075
0.48114628,0.8090221,-0.3781253,0.42229623,0.07363301,0.2247384
-0.028599208,-1.0452259,-0.9134947,-0.44885078,-0.8336812,-1.3303616
0.46446216,-0.57129914,0.13058876,-0.2573436,-0.34331745,-0.52999955
0.54274535,-0.5436324,-0.3493486,-0.32501712,-0.26218662,-0.26216018
0.3920312,-0.30741724,0.09256434,0.07686922,-0.012672285,-0.43452185
0.048556678,0.677892,0.20808592,0.33410537,0.31462184,0.5162657
0.14631052,-1.4033175,-0.71284276,-0.8305858,-0.24972874,-0.78731143
-0.12232915,0.02041561,0.16882034,0.65086335,0.1411981,0.5596919
-0.4900747,-0.67742836,-0.15077452,-1.0371523,-0.9696022,-0.5158183
0.4950123,0.27166682,0.2871929,0.34779552,0.37706235,0.4166203
0.4464779,-0.7583716,-0.5485371,-0.26786286,0.014628784,-1.111852
-0.12572685,0.1804343,0.13222149,-0.12656252,0.29841074,-0.31205195
0.7352552,0.4865236,0.18869372,-0.031115953,-0.2045907,-0.06894236
0.60747147,-0.26444328,0.10625321,-0.37240598,-0.07033971,-0.4314159
0.12183505,0.63886315,0.5944705,0.8606571,0.67755735,0.48456225
-0.22487271,-0.22899663,0.16878575,0.16933724,0.25797522,0.14507274
0.023974141,0.2265916,0.23706664,0.19538835,0.2644697,-0.1275877
-0.041933015,-0.018348351,0.031868976,-0.35733104,0.107421435,-0.16349359
0.3395406,0.47072625,-0.15845323,0.7065671,0.43380907,0.47882637
-0.10853506,-1.3829478,-0.047750738,-0.7720567,-0.9589294,-1.2785513
-0.64295524,-0.49715728,-0.047030963,-0.55770046,-0.6168264,-0.26297843
-0.08323593,0.18429925,-0.2672304,-0.08928427,-0.1825952,0.020716382
0.63309526,-0.2946195,0.3615609,0.12642124,0.48324737,-0.31311497
0.014031452,-0.10707145,-0.26832265,0.18544483,0.011498914,-0.10279912
-0.53686094,0.22181635,-0.15839045,-0.06855531,-0.24963336,0.2815947
0.36775386,0.13163385,0.7334047,0.25628355,0.20955613,0.1636423
-0.051725905,-0.07510542,-0.19870201,0.017682366,-0.58377594,-0.12554538
0.76349646,1.1669289,1.0017141,-0.029000225,0.50917786,0.8162664
0.104324795,0.09766406,0.28328887,0.30846208,0.43568638,-0.24076523
0.28812853,1.0754292,0.29506338,0.761439,1.0454234,1.4536308
0.3366116,0.3659677,-0.030532975,0.14063887,0.44148704,0.10770534
0.031730734,-0.4375957,0.27710044,0.0024081238,-0.279633,-0.824791
-0.09881441,-0.23874338,-0.15642296,-0.18322015,-0.16053551,-0.43195862
0.3060437,-0.4686983,-0.32718253,0.015082304,-0.1055156,0.32538188
-0.07588732,0.4928928,0.34509614,0.63658804,0.83810496,-0.31653452
-0.2831572,0.032241195,-0.08431703,0.35543254,0.03386042,-0.47356725
0.3001941,0.09982986,0.033719428,-0.29126954,0.22613585,-0.1605621
-0.09895468,0.62765855,0.066813305,-0.13087045,0.1362553,1.0121436
-0.63259405,0.50379217,-0.09968009,0.012250527,0.34722298,0.83009493
-0.08176442,-0.6547603,-0.8594349,-0.8077604,-0.6480723,-0.8551939
0.1005981,0.8465343,0.28563026,-0.27565432,0.23520741,0.7648146
-0.5036551,-0.29947296,-0.5311164,-0.7978689,-0.57896125,-0.47213048
-0.5687461,-0.18752015,-0.31935754,-0.19620109,0.24077705,0.055340607
-0.37605795,0.69599044,0.44104725,0.15854444,0.064529225,0.38729966
0.6019507,1.0675545,0.9134676,0.64700717,0.69315493,1.354431
0.56542516,0.57805854,0.33839527,0.64962554,0.09970151,0.2510874
-0.65710396,-1.47463,-0.48826575,-1.0038059,-0.59841424,-1.1210544
0.18977089,0.47580287,-0.14174265,-0.089348264,-0.29812336,-0.09869036
-0.53155506,0.23864818,0.19602087,0.7433103,0.1533473,0.5395066
0.26147604,0.30312252,0.52804685,0.52632624,0.39014027,0.37910706
0.7844506,-0.64773893,-0.025306178,-0.5357938,0.0003037437,-1.1863424
-0.28401542,0.08101663,-0.43448493,0.22146782,-0.22964612,0.47061437
0.3280009,-0.055822868,-0.13245761,0.21770512,-0.3789537,0.46854883
-0.5069197,0.19067281,0.028666297,0.083375454,0.36410183,0.18472931
0.09816601,0.18954341,0.15467785,-0.5086889,-0.70623684,-0.38378975
-0.19611706,-0.021059275,0.43500495,0.38946036,0.63732016,0.20363691
0.1992258,0.50555295,-0.019896923,0.21982698,0.40222946,-0.02151242
0.61360115,-0.3695021,-0.04924215,-0.42143103,-0.20193231,-0.17472418
-0.44092086,-0.69194835,-0.04555254,-0.060211625,-0.28202114,-0.31691593
-0.23131742,-0.09106104,-0.17093591,0.020916997,0.056087967,0.6037182
0.29992777,0.63333,0.4429309,0.19335544,0.5618303,0.46821755
-0.18807332,-0.10812008,0.025476018,0.07168102,0.07206406,-0.25797656
-0.20877413,-0.22351326,0.10207404,0.06305058,-0.017946307,0.76685107
0.02306929,-0.2518965,-0.33767524,-0.6051913,-0.06723939,-0.33932358
-0.20670952,-0.3844883,-0.5346832,-0.288048,-0.32222602,0.07731444
-0.21192408,-0.2676591,0.19003178,-0.35436565,-0.54675794,-0.3274199
0.35934606,0.10034806,0.14365765,-0.04994414,0.37987843,-0.074374534
-0.36317605,0.50182027,-0.9327679,0.46347293,0.6020863,1.0740926
-0.6364592,0.07651019,-0.14251156,-0.13732041,-0.32902056,-0.12291672
-0.76605636,-0.032542024,0.46801367,0.43625546,0.5282155,-0.2734953
-0.6377903,0.35350427,-0.06395034,0.50026494,0.11952018,0.23248239
0.025098931,-0.49731982,0.24996208,-0.04052079,-0.024096273,-0.17597142
0.17721851,-0.8387388,-0.7895881,-0.5683211,-0.5652129,-0.78885764
-0.09281372,-0.011687243,0.32125133,0.20917168,0.098827474,-0.19242197
0.21565415,0.431128,-0.14604132,0.13948984,0.51804507,0.16863005
-0.25907448,-0.4208834,-0.08086729,-0.76565766,-0.4928826,-0.28020087
-0.36549613,-0.5647856,-0.56345123,-0.55625826,-0.6710367,-0.4954489
0.15345748,0.27709964,0.22148432,0.03466513,0.5442056,0.001689952
-0.664851,0.18740137,-0.57004803,-0.6348994,-0.10272474,0.08898917
0.77638274,0.61811495,0.3444434,0.044108488,0.49270085,0.16354762
-0.38911235,-0.5950447,-0.6566049,-0.45641923,-0.21912311,-0.32362255
0.4658703,0.044439446,0.22874722,0.007168613,-0.15631303,-0.029686738
-0.68682283,-0.025549969,-0.5905749,-0.07484371,0.19562124,-0.25681683
-0.16191387,0.6365479,0.17715973,0.5575924,0.19399047,0.6809566
0.5515317,-0.20644394,0.38016587,-0.50836366,0.11437552,-0.53809196
-0.57347775,-0.090766504,-0.10305081,0.14026292,0.0015295179,-0.76020736
0.14325444,0.05233862,-0.26888806,0.2623857,-0.096087605,-0.26730612
0.090271175,0.7161744,0.011057567,0.68354875,0.7191316,0.21685289
0.06633891,-0.21804602,-0.098652765,0.2495635,0.6914789,0.2869988
0.19023116,-0.57015806,-0.21673782,-0.011211276,-0.61746436,-1.0224824
0.5329844,0.0670563,0.26264346,-0.00942878,0.11832446,0.30920023
0.3806675,0.048726257,-0.01817727,-0.20379198,0.28524953,1.0781409
0.19500539,0.08533802,0.61801237,-0.24494517,0.12649502,0.06462347
0.9230979,-0.17160563,0.61461174,-0.57249045,0.16662511,0.4700637
-0.54570717,0.52823853,0.07371123,1.097304,0.47924083,0.293011
0.36554265,-0.010005356,-0.0418605,0.11614586,-0.21721597,0.9314202
0.30580515,0.86135507,0.7467571,0.3206717,1.0146172,-0.1072869
0.040497355,-0.043743342,0.4357019,-0.35797647,-0.07485749,0.283434
-0.84728795,-1.2889074,0.3977665,-0.86167824,-0.5003463,-0.76174957
0.047847033,0.039106756,0.274734,0.119673185,0.010864245,0.4228957
-0.034102026,0.54163,-0.05441152,0.47275785,0.4270197,0.20395596
0.21212447,0.19553465,-0.17249002,0.23913425,-0.00790904,-0.19321123
0.040455654,0.32892686,-0.07636719,0.08232867,0.00304138,-0.029799877
0.4403305,0.19442208,-0.16743538,-0.2616808,-0.1475548,0.50749695
0.007302829,-0.32412004,-0.028280746,0.31279922,0.08116104,0.4146193
0.697256,0.7273195,0.8845872,0.56929475,0.42336756,0.57685626
-0.062247332,-0.11186548,0.019032503,0.41744176,0.21147418,-0.07521704
-0.07557714,-0.8485824,-0.23877025,-0.95634794,-1.2153968,-1.0206099
0.13722348,0.18511522,0.6111237,0.58022434,0.39452213,0.93265945
-0.02522669,0.27950278,0.041434977,0.22808535,0.2418784,0.6897377
-0.5006291,-0.18412744,0.2736719,-0.51488024,-0.0939035,0.047327816
0.43398005,0.31394672,0.41559997,0.39768225,0.36301377,0.37725458
-0.10436574,0.7279065,0.7467626,0.5928261,0.1486929,0.7665924
-0.49582854,0.8394707,-0.38226822,0.52433735,0.5835513,0.5480127
-0.44320205,0.27158326,-0.22547515,0.10500748,-0.020149766,-0.38862333
-0.14801157,-0.18334283,-0.20135336,0.6106852,0.05463457,-0.22977896
-0.44283432,-0.56368065,-0.5065893,-0.4777928,-0.8087255,-0.6408898
-0.3226184,-0.78076386,-0.22738223,-0.6158305,-0.48437566,-0.53202415
-0.6834801,0.30533344,-0.25920436,0.40648437,0.6488582,-0.06602846
-0.3375848,-0.28196195,0.0063124727,-0.23733567,-0.018409638,0.2685742
-0.20831418,-0.034683827,0.18655461,-0.305352,-0.63715726,0.1903264
-0.7777101,0.035096604,-0.33411682,-0.4734192,-0.008091155,0.01435995
0.90311486,-0.23055018,0.2677811,0.41861784,0.14777686,-0.15909085
-0.615132,-0.116266325,-0.3510047,-0.26289284,0.19974187,0.03321363
0.70360243,-0.34473914,0.41052133,0.0531311,-0.27817297,0.007889527
0.04646458,0.05201147,-0.078256056,0.066703856,0.019745162,-0.2135219
-0.08037327,0.41575563,-0.2988821,0.024226325,-0.48704612,-0.021691073
0.53987366,0.38302475,-0.5457802,-0.035267215,-0.07240267,-0.080905564
0.11373907,-0.4422349,-0.29723373,-0.0027564897,0.044321608,-0.6478032
-0.29805338,-0.6661116,-0.62446076,-0.6856443,-0.777605,-0.2883351
0.18896012,0.17178121,-0.31222445,-0.1968839,-0.37405416,-0.19225796
0.14391531,-0.34915903,-0.009404501,-0.39340177,-0.87171197,-0.24555421
0.08420595,0.028186427,0.03003225,-0.13642988,-0.060612086,0.33723065
0.65268314,1.0475408,-0.19774649,0.19138524,-0.13077572,0.06582844
0.83954453,0.11246403,0.49124676,-0.29789588,0.026332518,0.61592287
-0.023311762,-0.28011903,-1.1127017,-0.41157016,-0.66571975,-0.02315152
0.010049676,1.0059748,0.34895334,0.20363078,0.59006655,0.3249704
-0.90655845,0.213036,-0.5891474,0.2761831,-0.281728,0.14508724
0.84925544,0.16270564,0.5294383,0.33704305,-0.042806752,-0.10669967
-0.24015793,-0.026618147,0.010031754,-0.4464957,0.44105226,-0.48422608
-0.45338297,-0.04369254,-0.4086893,0.09963316,0.43956572,0.10428224
0.09552409,0.15572444,0.59630007,0.14315178,0.30653587,0.23932807
-0.07781425,0.356548,0.014820331,0.11546405,-0.02491338,0.07086766
-0.122042485,-1.0208625,-0.39354512,-0.422386,-0.79632556,-0.8302072
0.71807647,-0.3856553,0.2784306,-0.32635808,0.19671085,0.19853692
0.07655944,0.39096367,0.85085857,0.3097134,0.08356891,0.972743
-0.528708,0.2379106,0.15351142,0.44776654,0.01708997,0.63783777
-0.4375044,-0.26226565,-0.33423433,-0.25765973,-0.18676822,-0.39610004
0.45120743,-0.18538521,0.2339973,-0.21791697,-0.3361084,-0.4427585
-0.31030798,-0.23386864,0.1480446,0.003622255,0.15737337,-0.6272045
0.3322507,-0.028703583,0.06517733,0.09246096,-0.06791531,0.21401167
0.2980197,0.17789984,0.39799705,0.15802568,0.32906002,0.31872627
-0.7583433,0.62087363,-0.56628996,0.21487977,-0.19549024,-0.22118834
-0.716229,-1.0342007,-0.85670197,-0.4539428,-0.5566681,-0.30611357
1.068019,0.90956604,0.31738472,-0.0136107905,0.2118021,-0.11694786
-0.2544958,-0.31110132,-0.29094627,-0.37818858,-0.21621743,0.0031622893
0.72976106,-1.0812899,0.4188556,-0.23071027,-0.3137315,-0.6486085
0.63134044,0.5664373,0.5338561,0.33575812,0.3144173,0.13222198
0.12585258,-0.6712846,-0.3805342,-0.59381837,-0.5318501,-0.8765139
0.37358165,0.29267117,0.58858514,-0.06173148,0.42837864,0.86625844
0.1930915,-1.1505153,-0.111935444,-0.3354243,-0.6209983,-0.888992
-0.16262135,-1.2760352,-1.0574701,-0.33457163,-0.18463366,-0.8039301
-0.10620896,0.4137719,-0.23377693,0.3407503,-0.44779232,0.49268177
-0.37305418,0.554012,0.51984394,0.19518362,0.7620793,1.1073984
-0.8695127,-0.78314,-0.44994023,-0.5706828,-0.20583671,0.18676734
-0.0044616996,-0.21466632,-0.429792,-0.31923968,-0.26221246,-0.5927359
-0.46690756,-0.4054153,-0.6525952,-0.17420372,-0.12873125,-0.8550068
0.4780677,0.19758214,-0.06738685,0.55977535,-0.010086808,-0.40524673
-0.34579858,-0.49173093,-0.47405726,0.021915905,-0.12078583,-0.33792788
0.70537025,-0.19963002,0.5494218,-0.004612999,0.12336962,0.6277287
0.071983226,-0.25832695,-0.51432043,0.18558443,-0.30863744,0.34554473
0.17094605,-0.10078083,0.5395774,0.0044904547,0.11403169,0.034284938
-0.1305854,-0.78020376,-0.013747008,-0.95689225,-0.4325658,-0.6378798
0.41321594,0.24077164,0.2989306,0.21729414,0.17795129,0.2874766
-0.7293018,-0.60798484,-0.15368396,-0.4881779,-0.09734905,-0.028985407
-0.31301403,-0.6700662,-0.08266087,0.10331693,-0.42060742,0.18474752
-0.3096153,-0.21840854,0.22882435,0.07789573,-0.04865122,-0.11416833
0.4565358,0.5802527,0.24193148,0.37545884,0.0033261778,0.6420437
-0.43099272,0.4122977,-0.3776208,0.5287722,0.11987168,0.43746617
0.30765122,0.71155536,0.59272283,-0.15091322,-0.030675061,1.0704712
-0.6066306,-0.010109861,-0.7011042,-0.08423451,0.42769316,0.14490211
0.22153424,-0.47890937,0.25062892,-0.31634966,-0.098151445,-0.3273275
-0.57280076,0.7114023,0.3057294,0.5823085,0.29859897,0.48469123
0.49393928,-0.14969599,-0.5303554,0.04711446,0.016864728,-0.41374394
0.4472675,0.68287945,0.7420325,0.49434346,0.8576088,0.85197985
-0.046156123,-0.1964929,-0.34448496,-0.17914422,-0.07302617,-0.25680846
-0.19999273,-1.325522,0.03685809,-0.38918334,-0.41354913,-0.64859504
0.5140045,-0.34116367,-0.023079552,-0.58610034,-0.4447069,-0.10875302
0.17116322,0.1627312,-0.35158873,0.17265736,-0.14950602,0.48329446
-0.61771584,-0.5083671,0.20006949,1.1341792,0.11281002,0.80990314
0.2821961,0.5335519,0.2613241,0.42463407,0.33625108,0.46306628
