images/0018ae58b01bdadc8e347995b69f99aa.png,images/0068d4c7529e34fd4c9da863ce01a161.png,images/006f6aa35a78965c92fffd1fbd53a058.png,images/00bbc1482301d16de3ff63238cfd0b34.png,images/00c52cb4db1c7a5811a8f070a910c038.png,images/00ca0c23961b5510be46c917be11c43e.png
1.5627447,-0.63087666,0.5484608,0.85772276,0.40331274,1.1993219
0.6268376,1.4488006,1.5661671,0.63507664,1.1866361,1.2393011
0.8004896,0.8455258,0.4187239,0.30315772,0.5714062,-0.7843614
-0.5575019,0.9375595,0.22727072,0.70023686,0.3553758,0.84898263
0.34499043,-0.66223896,-0.12899609,0.62009925,0.07668341,0.5102209
0.047730923,-0.6170234,0.9456077,0.3624514,0.6830998,1.1230636
-1.0398371,0.9929247,-0.45655832,-0.20631495,0.13045403,-0.62311745
-1.4360193,-0.25693524,-1.2851319,-0.5719099,-1.0419122,0.009850864
-1.2649549,0.9470478,-0.67687833,0.6909281,0.24378057,0.038136538
-0.6046358,-0.6005202,0.7838585,0.19403906,0.12480911,-0.12151356
-0.76202,0.063084364,0.3317886,-0.18397135,-0.5261032,-0.69023013
0.033023637,2.1640058,1.2493583,2.4887516,1.7781643,2.1609292
0.6072802,-1.7106061,-0.33523118,-1.7473229,-0.20868482,-1.4836305
0.35446513,0.6445578,1.6859965,1.6288347,2.2155406,1.1291789
1.0709128,-0.4557751,0.41169652,-0.19417493,0.03600991,0.46437916
-0.36622423,0.11553378,0.43474874,-1.1254836,-0.01389817,-0.179408
-0.04464216,-0.39169747,-0.16656685,-0.73277783,-0.28033143,-0.052207466
-0.14001039,0.112924315,0.73428375,0.6263802,0.028597554,-0.51775867
1.0601965,-0.9827524,-0.31818584,-0.63061786,-0.1236774,0.06969614
-0.08480038,-0.80611306,-0.8184155,-0.9090775,-1.3413973,-1.2324029
-0.8198348,0.9842201,-0.43864992,0.6882393,-1.0716465,-0.3698434
0.24041766,1.237048,0.20321362,0.53905153,0.50856507,0.46524537
-0.6712127,-0.5478251,-1.0007342,0.39995527,-0.23631902,-0.40011254
0.52249557,0.25008875,0.95531195,-0.2992893,1.3172125,0.1979532
-0.7100619,-0.85341924,-0.5498133,-0.57789475,-0.18172933,-0.74814695
0.70879465,-0.668203,-0.8224292,-1.2043668,-0.91593385,-1.3385762
-0.9458787,1.1928762,-0.011396492,1.0501429,-0.059711806,-0.27538842
-0.08108863,1.0842193,0.05143279,0.4114545,-0.38339737,1.0459099
-0.6962789,0.2273173,-0.25431767,0.917188,-0.28636456,0.19228512
-1.9702871,-1.6731406,-2.0703518,-0.54488397,-1.6110775,-1.7091358
1.1788414,2.3787203,2.0168374,0.04941903,1.3704268,1.371216
0.531237,1.2023396,0.6601237,0.8438373,0.66416466,1.6545703
1.4517342,0.5091107,1.7511088,0.387653,1.7435617,0.72757167
-0.80981493,-0.09701753,-0.98568535,-0.50069195,-0.5076664,-1.4151088
0.79289776,0.5794815,0.72430515,-0.8831752,0.14988635,0.6618967
-0.010989648,1.9063699,0.5759077,0.8222358,0.9499102,0.92283076
1.9018753,1.6567023,1.1097755,0.8039951,1.7138366,1.9107834
-1.3607662,-2.5932167,-1.9251434,-1.574664,-1.605212,-0.736717
-0.45014936,-0.11586356,-0.35103944,1.3418534,0.2188328,-0.24870774
-0.13896504,-0.10694533,0.27015772,-0.71998984,-0.29957244,-0.4472691
-0.048634257,0.89507824,0.36781332,-0.22280592,0.0342746,1.0165166
0.2249561,-0.65988046,0.06460506,1.0410669,-0.3063616,-0.43213916
-0.75503004,0.17387818,-0.7508658,-0.3582459,-0.3508999,-0.55547523
0.45194924,-0.50878865,-0.6839711,-0.055405296,0.22819394,-0.1471816
0.9704593,-0.52198684,0.9823014,0.2848605,0.50086296,0.6328684
0.28038603,1.7426121,0.846548,2.500942,1.5367143,-0.052723963
-0.183969,1.2054502,0.012259688,0.24746507,0.13736638,0.82985806
-1.2682616,-2.1920662,-1.046176,-2.515838,-1.230344,-1.2455443
-1.9232589,-0.50912654,-1.0385689,-1.5143733,-2.0512106,-1.2034017
0.85723656,-0.668808,-0.47927868,-0.22709206,0.67125714,-0.29511002
-0.5529972,0.2382556,-0.15410042,-0.48503754,-0.47775874,-0.5068566
-1.8319768,-0.7241679,-1.2668918,0.36435524,-0.90906024,-1.8094833
1.4211993,0.36183512,1.0020066,0.47746044,0.618021,-0.078428246
-1.5419117,-1.6533616,-0.6740941,-0.23705754,-0.7870893,-1.3820177
-1.0697931,-1.3421757,-1.6067274,-0.4555703,-1.1765537,-2.0760334
0.003225028,-1.1427402,0.35745406,0.69329935,0.7342748,-0.30335242
0.43943962,1.3664312,0.48326182,-0.01457674,0.20512865,0.63188213
0.42496675,-2.1012933,-0.09049186,-0.46108553,-0.06886271,-0.06899694
0.115324125,0.8510536,0.8684698,0.5771313,0.57887304,0.38169459
-0.39872143,1.0318621,-0.6126704,-0.24195231,-0.69722563,0.25689188
0.24265282,0.22327861,-0.79192245,0.6791271,-0.16475247,-0.9725057
0.67912364,-1.3165404,0.272648,-2.507106,-0.22629116,0.20919608
0.7030713,-1.1407863,-0.37803185,-1.5819917,-0.9239846,-0.7290181
1.5435029,0.65092593,1.5456868,0.6532474,1.0895257,1.4694288
-1.1331866,-0.08155956,-0.46249208,-0.64042985,-0.071779154,-0.41403636
-0.50744355,0.042618707,0.56447446,-0.21820363,0.67988217,0.30215862
2.4435523,-0.7044665,1.5378712,-0.42769623,1.1818098,1.5363815
0.1521928,0.8612317,0.8520626,-1.0642123,0.14409481,0.7764345
-0.4265737,1.0930927,0.092688784,-0.18475696,-0.041485958,1.0253047
0.17199573,0.40107283,0.3485046,0.17523469,0.8382427,0.5024156
-1.8098823,-2.4560905,-2.1871452,-1.0950654,-2.111837,-1.8161913
0.8362375,-0.3408179,0.16069049,-0.28412107,0.515293,0.08204045
0.7305341,0.49048206,-0.18124266,1.3564,0.5616168,1.3793992
1.8174136,-0.00065067544,0.8935111,-0.6818326,0.007830622,0.9117025
-1.5004333,1.7766483,0.13128507,0.28639793,0.3503292,-0.7862906
-0.23351666,0.3905086,1.4357309,0.49488273,0.8820636,0.25656447
-0.27105987,-0.05189449,0.2601655,0.9943265,1.4258056,1.3104239
-1.0856642,-0.06864095,-0.6292629,-0.33290377,-0.6258981,-1.2755121
-1.124256,-1.1193864,-0.79760563,-0.27242216,-1.1298634,-1.4383035
-2.3072424,-0.664025,-2.0573843,-0.36105466,-1.6655005,-2.4737628
0.91826576,3.2088218,1.6824123,2.236281,2.0585663,1.8782916
-0.48085374,-1.0998031,-0.82287943,-2.2028081,-1.7924124,-1.1408536
1.0141464,-0.09451875,-0.111475766,-0.5621468,0.2559979,-0.6121849
-0.3201916,-0.2539109,-1.0835081,-0.7805291,-1.2089727,0.11763324
0.046868127,0.1269459,-0.533394,-0.5183435,-0.6307591,0.084644854
0.9131411,0.71578497,1.2922329,0.59742606,1.4006065,2.299669
0.32262102,0.23725687,0.46999756,0.6146341,0.45087266,0.79030406
-0.8459718,0.93910545,-0.3725211,0.55101794,-0.11570221,0.0034378637
-0.106355324,0.90693504,0.27649856,-0.05644211,0.6479084,-0.26032913
1.120898,-1.0121387,0.6030856,1.226687,0.47069696,0.036127634
-0.23209187,-0.119351,1.5924326,1.0097954,0.7266189,-0.36224085
0.15296695,0.8211218,-0.14797178,1.3939828,0.0045659235,0.36862954
0.26314703,0.96547174,0.11711411,1.0724632,0.13384058,1.9478681
-0.17463958,-0.34062657,-0.20365958,-0.47674906,-0.08883244,0.08496157
-0.013466362,-0.07453539,-0.05361688,-0.19403951,-0.20269376,-0.095386036
0.6146515,-0.2995307,0.7976352,0.29978162,1.1285298,0.8412066
-0.4555831,-0.66934925,-1.0725148,-2.3297493,-0.9092563,-1.0709215
2.021694,0.3660332,0.46244612,-0.27596116,0.59529495,-0.58117867
0.52623516,-0.5615345,-0.48371142,-0.24818987,-1.0678922,-0.044327196
1.4254155,0.59738946,0.51303804,0.37459493,1.1822054,0.9015457
1.4333998,1.1633773,0.6897705,2.0010407,0.7922725,1.3840673
-0.0037759333,0.3801393,0.40642664,0.24604738,0.43250644,0.25785524
0.8740853,-1.0214971,-1.2984266,-0.5819938,-1.0638862,-1.1420847
0.08509734,0.025296222,0.5239815,0.06818995,0.09462838,-0.33039305
0.6913665,-0.12130171,0.5373887,0.18261655,1.1790737,0.2098495
1.4770623,-0.023856563,0.5308787,-1.4083695,-0.35413027,0.67803663
0.3790526,0.97762996,0.52510697,-0.042056333,0.58035517,-0.1149001
-0.79957664,-1.6824701,-0.7117873,-0.23380779,-0.9890505,0.013826201
-0.078159556,1.1236058,-0.5229369,-0.07603447,-0.02730929,-0.4227275
0.98224187,0.07062119,0.91348463,-0.4607102,-0.011777693,0.18055522
1.3070683,1.6464856,1.1330954,2.0845966,1.559291,0.9491966
-0.06443111,0.648367,-0.83389837,-0.9438839,-0.3167353,0.7093635
0.7422432,-0.7503633,-0.39081562,-0.772543,0.0633305,0.33370918
1.1469235,0.80893165,0.17707393,0.69590527,0.93437994,-0.36276728
0.8594675,1.2481763,1.4678645,1.1002133,1.2043965,2.1339033
-0.72154987,1.0330385,-0.42961174,0.40328914,-0.16468939,1.1151288
0.065790065,0.86444366,-0.20353013,1.2204498,0.87840927,0.4356018
-0.08296805,0.23816577,0.12960322,-0.2853802,0.072673544,-0.27499753
0.6763193,1.4785745,1.2710218,2.6607642,1.2060516,1.2541188
0.7498655,0.3358513,1.5679799,1.1488142,1.4502941,1.0217957
0.8071379,-0.46350878,-0.3276527,0.5104407,0.7117058,1.1582942
-0.49848574,0.48457307,-1.181446,0.28194883,-0.16536643,-0.045323092
-0.20520557,-0.8686554,-1.4357988,-0.8407379,-1.3683857,-0.45581788
-0.46179968,-1.1559757,-0.17809153,0.25060996,-0.103177465,-0.5835083
-0.583137,-1.5565115,-0.6375144,0.46024472,-1.2416931,-1.5207521
-0.31948805,-0.326799,-0.5797132,-0.04403151,-0.33306715,-1.2942572
-1.9814868,0.5413656,-1.6324966,0.17593905,-0.7172059,0.20653774
-1.0346785,-0.86521703,-0.951972,-0.17334893,-0.46528387,-0.936297
1.1830198,0.039506473,0.5563053,-0.46598437,1.150149,1.4234245
0.9712036,0.8223305,0.8619642,-0.75713027,1.076834,0.76011467
-0.21011324,-0.01816176,-0.43266788,0.39532763,-0.47539493,0.7138939
-1.0737996,-0.950994,-0.95804083,0.3992494,-0.91920865,-1.0808945
0.8521599,-0.017692404,0.8350942,1.701947,1.922088,1.77289
0.02103599,0.23867752,-0.22481066,-0.0741216,-0.2916948,-0.25639898
-0.99437845,0.33984053,0.37377253,2.062686,0.25082144,-0.10117759
-0.19331855,-0.2525988,-0.05011438,1.2005074,0.18024254,-0.7802507
-0.35092112,-1.0920817,0.13936658,-0.56037134,0.5138932,-0.6862321
1.5371784,1.5744143,0.30605277,0.82950723,1.2714893,0.9793183
1.1657994,-0.8273725,0.8494133,0.15092453,0.58340883,0.000103736376
1.0028782,2.1853843,1.9135485,1.5467058,1.0559435,0.67480445
0.31885535,0.032722823,1.4209203,0.53849626,1.0799052,0.008415812
-0.8416919,0.2941747,-0.5706638,-0.8062546,-0.58017075,-0.19893152
0.98479164,0.8235759,0.01749085,-0.47577527,0.4575379,0.4665388
-0.5715233,-0.32990775,0.7667571,1.3421016,1.0439422,-0.5970395
0.9808173,0.3034886,0.31821215,1.8321893,1.3388703,1.3517674
-0.018030459,-0.71109766,-0.28519186,-0.39843574,-0.17013648,0.030860024
0.43795213,-0.36989284,0.16012254,-0.094378404,0.08067926,-0.3556732
-0.18569823,-1.1921237,-1.0415417,-0.6777977,-1.1617073,-0.38821188
-0.59243727,-2.3953967,-2.153381,-1.9432139,-1.9283473,-2.0681326
0.23003577,-0.54891133,0.33015752,-0.72247225,-0.6971933,-0.81700885
-0.5520029,-0.8216952,0.24373023,-0.12434347,-0.6146195,0.32848623
0.32486808,-2.3192263,-0.7561367,-0.22087051,-0.6542436,-1.2920822
0.92096186,0.667272,1.1192701,0.73301476,0.8640701,1.4672958
-0.73877037,-0.19017603,-0.029933868,-1.0731908,-0.3214104,-1.277863
-0.7176253,-1.2026207,-0.9276912,-0.5298365,-1.1755611,-2.204835
-0.6308633,-0.9297945,-0.62912834,0.1545478,0.47127312,-0.5771107
0.907632,0.9938924,1.6778793,1.2472773,1.3798684,1.179099
0.24229446,-0.20636387,0.16007143,-1.0151076,-0.83819157,-0.5473086
-0.17579612,0.12805702,-0.1275708,0.030717108,0.05014388,-0.44960955
-0.15665406,-1.4404505,-0.6290649,-1.186182,-1.5447359,-1.298166
0.17585944,0.42574278,0.20690565,-0.5177367,-0.12541151,-0.28581914
-1.0502288,-0.5616779,0.26205885,0.10226504,-0.3044055,0.47660255
0.27262485,1.8962743,0.46952793,0.6186244,0.69221354,1.6668361
-0.27798483,-1.7245324,-1.4101795,-1.010887,-1.77881,-1.7688671
-1.0041088,-0.3986393,-0.3201723,1.3552883,-0.08132679,0.16518633
-1.0439374,1.093794,-0.42784762,0.88459843,0.005581366,-0.017407086
0.97153705,1.136087,1.9504426,1.3323597,1.4617445,1.80929
-0.009382365,-0.68276966,-0.98386276,-0.8636408,-0.632389,-0.58739173
1.9297049,1.2991743,1.4496133,-0.055420287,0.54421836,1.2435938
0.11383132,-1.6909869,-0.15395676,-1.8710401,0.114278406,-0.48302218
0.03119917,0.5182444,1.1135464,-0.061932348,1.1189843,1.5307084
0.1989024,-0.24557555,0.71778405,0.08050144,0.23516749,-0.15541254
-2.1427746,-2.9606655,-1.9077396,-1.6670383,-2.5766652,-2.4428835
0.11859604,2.1203718,1.1005663,1.818562,1.0709999,1.3644726
